Mae'r cyfarfod (am 3) ar 12 Mawrth. Dewch!	1:1:1:1 0 4 0 47 0 70 0 54 0 3 0 36 0 30 0 6 0 4 0 40 0 20 0 54 0 6 0 40 0 26 0 38 0 8 0 3 0 4 0 20 0 47 0 3 0 4 0 58 0 54 0 25 0 8 0 3 0 20 0 54 0 3 0 30 0 3 0 38 0 71 0 6 0 4 0 39 0 22 0 42 0 6 0 40 0 22 0 38 0 3 0 26 0 3 0 4 0 40 0 77 0 54 0 59 0 7 0 2|1:1:1:1 0 4 0 38 0 67 0 37 0 10 0 2
Mae 3 o'r plant.\n\nShow 3 of 4.	3:1:1:1 0 47 0 70 0 3 0 4 0 58 0 54 0 25 0 3 0 4 0 26 0 54 0 3 0 4 0 53 0 45 0 20 0 49 0 58 0 7 0 2|1:2:2:1 0 57 0 4 0 75 0 3 0 59 0 84 0 4 0 25 0 3 0 4 0 79 0 40 0 3 0 41 0 4 0 27 0 84 0 7 0 2
“Quoted.” next	0:2:2:1 0 36 0 64 0 4 0 80 0 58 0 22 0 38 0 7 0 3 0 49 0 4 0 22 0 36 0 56 0 58 0 2
...	1:1:1:1 0 7 0 2
x	0:1:1:1 0 4 0 22 0 36 0 56 0 2
Iawn. OK. Da. Fine.	1:1:1:1 0 4 0 63 0 77 0 49 0 7 0 2|1:2:2:1 0 4 0 75 0 36 0 4 0 66 0 7 0 2|1:1:1:1 0 4 0 38 0 21 0 7 0 2|1:2:2:1 0 41 0 4 0 65 0 49 0 7 0 2
The weather is fine. Mae'r tywydd yn braf.	1:2:2:1 0 39 0 30 0 3 0 64 0 4 0 22 0 39 0 34 0 3 0 4 0 24 0 61 0 3 0 41 0 4 0 65 0 49 0 7 0 2|1:1:1:1 0 4 0 47 0 70 0 54 0 3 0 4 0 58 0 30 0 6 0 64 0 32 0 39 0 3 0 30 0 49 0 3 0 4 0 35 0 54 0 21 0 40 0 7 0 2
Diolch.\n\nHwyl!\nNos da	3:1:1:1 0 4 0 38 0 63 0 26 0 45 0 37 0 7 0 2|2:1:1:1 0 4 0 43 0 73 0 45 0 10 0 2|0:1:1:1 0 4 0 49 0 27 0 56 0 3 0 4 0 38 0 21 0 2
• Un\n• Dau\n• Tri	2:1:1:1 0 4 0 32 0 49 0 7 0 2|2:1:1:1 0 4 0 38 0 69 0 7 0 2|0:1:1:1 0 4 0 58 0 54 0 25 0 2
1.\n2.\n3.	2:1:1:1 0 4 0 32 0 49 0 7 0 2|2:1:1:1 0 4 0 38 0 69 0 7 0 2|1:1:1:1 0 4 0 58 0 54 0 25 0 7 0 2
Gwyliau (Awst) — dyddiadau: 3, 4 a 5.	1:1:1:1 0 4 0 42 0 64 0 30 0 45 0 6 0 63 0 69 0 8 0 3 0 4 0 77 0 56 0 58 0 8 0 3 0 38 0 30 0 39 0 6 0 4 0 63 0 21 0 6 0 38 0 69 0 12 0 3 0 4 0 58 0 54 0 25 0 8 0 3 0 4 0 53 0 22 0 38 0 6 0 64 0 20 0 54 0 3 0 20 0 3 0 4 0 53 0 32 0 47 0 53 0 7 0 2
Live Recognition\nUsing on-device intelligence, your iPhone can detect people, doors, scenes, text and furniture around you.\nTriple-tap with four fingers to start Live Recognition or use the Live\nRecognition Rotor.	2:2:2:1 0 45 0 4 0 65 0 40 0 3 0 84 0 22 0 36 0 30 0 42 0 49 0 4 0 24 0 57 0 30 0 49 0 7 0 2|2:2:2:1 0 63 0 4 0 29 0 61 0 24 0 51 0 3 0 4 0 21 0 49 0 3 0 38 0 24 0 40 0 4 0 65 0 56 0 3 0 24 0 49 0 58 0 4 0 22 0 45 0 30 0 44 0 30 0 49 0 56 0 8 0 3 0 63 0 4 0 27 0 84 0 3 0 4 0 65 0 41 0 75 0 49 0 3 0 36 0 4 0 78 0 49 0 3 0 38 0 24 0 58 0 4 0 22 0 36 0 58 0 3 0 53 0 4 0 25 0 53 0 30 0 45 0 8 0 3 0 38 0 4 0 27 0 84 0 61 0 8 0 3 0 56 0 4 0 25 0 49 0 61 0 8 0 3 0 58 0 4 0 22 0 36 0 56 0 58 0 3 0 30 0 49 0 38 0 3 0 41 0 4 0 34 0 49 0 24 0 60 0 34 0 3 0 34 0 4 0 77 0 49 0 38 0 3 0 63 0 4 0 29 0 7 0 2|1:2:2:1 0 58 0 84 0 4 0 24 0 53 0 30 0 45 0 3 0 58 0 4 0 78 0 53 0 3 0 64 0 4 0 24 0 39 0 3 0 41 0 4 0 27 0 84 0 3 0 41 0 4 0 24 0 51 0 42 0 34 0 61 0 3 0 58 0 4 0 29 0 3 0 56 0 58 0 4 0 21 0 84 0 58 0 3 0 45 0 4 0 65 0 40 0 3 0 84 0 22 0 36 0 30 0 42 0 49 0 4 0 24 0 57 0 30 0 49 0 3 0 4 0 27 0 84 0 3 0 63 0 4 0 29 0 61 0 3 0 39 0 30 0 3 0 45 0 4 0 65 0 40 0 3 0 84 0 22 0 36 0 30 0 42 0 49 0 4 0 24 0 57 0 30 0 49 0 3 0 84 0 4 0 75 0 58 0 34 0 7 0 2
Mae'r ddogfen hon yn esbonio sut i ddefnyddio'r ap ar eich ffôn bob dydd heb\nunrhyw broblem. Diolch.	1:1:1:1 0 4 0 47 0 70 0 54 0 3 0 4 0 39 0 26 0 42 0 6 0 40 0 22 0 49 0 3 0 4 0 43 0 26 0 49 0 3 0 30 0 49 0 3 0 22 0 56 0 6 0 4 0 53 0 26 0 49 0 6 0 63 0 26 0 3 0 4 0 56 0 32 0 58 0 3 0 24 0 3 0 39 0 22 0 40 0 6 0 4 0 49 0 30 0 39 0 6 0 63 0 26 0 54 0 3 0 20 0 53 0 3 0 20 0 54 0 3 0 66 0 37 0 3 0 4 0 41 0 27 0 49 0 3 0 4 0 35 0 27 0 35 0 3 0 4 0 38 0 33 0 39 0 3 0 43 0 23 0 35 0 3 0 4 0 32 0 49 0 6 0 55 0 76 0 3 0 4 0 35 0 54 0 26 0 35 0 6 0 45 0 22 0 47 0 7 0 2|1:1:1:1 0 4 0 38 0 63 0 26 0 45 0 37 0 7 0 2
Short heading\nA long wrapped line of prose that keeps going past forty characters\nand then ends here.	2:2:2:1 0 57 0 4 0 27 0 84 0 58 0 3 0 43 0 4 0 22 0 38 0 24 0 51 0 7 0 2|1:2:2:1 0 30 0 3 0 45 0 4 0 27 0 51 0 3 0 84 0 4 0 78 0 53 0 58 0 3 0 45 0 4 0 65 0 49 0 3 0 4 0 79 0 40 0 3 0 53 0 84 0 4 0 75 0 61 0 3 0 39 0 4 0 78 0 58 0 3 0 36 0 4 0 25 0 53 0 56 0 3 0 42 0 4 0 75 0 24 0 51 0 3 0 53 0 4 0 78 0 56 0 58 0 3 0 41 0 4 0 27 0 84 0 58 0 25 0 3 0 36 0 4 0 78 0 84 0 30 0 36 0 58 0 34 0 61 0 3 0 30 0 49 0 38 0 3 0 39 0 4 0 22 0 49 0 3 0 4 0 22 0 49 0 38 0 61 0 3 0 43 0 4 0 25 0 84 0 7 0 2
